transaction_id,date,branch_id,branch_name,kota,provinsi,rating_cabang,customer_name,product_id,product_name,product_category,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating
TRX3802141,2023-02-07,89609,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.9,Sabrina Roberts,KF879,Antihistamines for systemic use,N05C,441000,0.05,25,418950.0,104737.5,4.7
TRX4006965,2020-12-06,34490,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.3,Joel Daniels,KF201,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",R06,78400,0.07,15,72912.0,10936.8,4.7
TRX4861062,2020-10-31,94113,Kimia Farma - Klinik & Apotek,Lubuklinggau,Sumatera Selatan,4.5,Sydney Wilson,KF566,"Other analgesics and antipyretics, Salicylic acid and derivatives",N02BE/B,296900,0.07,20,276117.0,55223.4,3.4
TRX8229695,2023-03-20,14574,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.4,Eric Barnett,KF554,Drugs for obstructive airway diseases,N05C,308900,0.06,25,290366.0,72591.5,4.1
TRX9034171,2020-01-06,13864,Kimia Farma - Klinik-Apotek-Laboratorium,Tangerang,Banten,4.7,Lucas Juarez,KF829,Drugs for obstructive airway diseases,R06,76900,0.01,15,76131.0,11419.65,4.5
TRX6193090,2021-02-15,83060,Kimia Farma - Klinik & Apotek,Balikpapan,Kalimantan Timur,4.1,Zachary Gordon,KF460,"Psycholeptics drugs, Anxiolytic drugs",R03,334300,0.15,25,284155.0,71038.75,4.7
TRX2948391,2021-03-06,23730,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.5,Aaron Padilla,KF273,Drugs for obstructive airway diseases,N05B,370600,0.07,25,344658.0,86164.5,3.7
TRX3440171,2023-07-31,24646,Kimia Farma - Apotek,Kupang,Nusa Tenggara Timur,4.4,Gregory Clark,KF500,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05B,638700,0.12,30,562056.0,168616.8,3.2
TRX9234906,2020-01-10,51302,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.6,Valerie Travis,KF289,"Psycholeptics drugs, Hypnotics and sedatives drugs",M01AE,695100,0.02,30,681198.0,204359.4,4.3
TRX3274314,2020-01-06,49604,Kimia Farma - Klinik & Apotek,Padang,Sumatera Barat,4.2,Chelsea Everett,KF467,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AB,703900,0.1,30,633510.0,190053.0,4.7
TRX8505575,2023-10-15,52196,Kimia Farma - Klinik & Apotek,Palembang,Sumatera Selatan,4.5,Laura Rodriguez,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R03,867500,0.12,30,763400.0,229020.0,3.3
TRX2349913,2022-04-14,31935,Kimia Farma - Apotek,Tangerang,Banten,4.4,Gregory Navarro,KF633,"Other analgesics and antipyretics, Pyrazolones and Anilides",M01AE,962800,0.0,30,962800.0,288840.0,3.2
TRX7407135,2021-02-09,48695,Kimia Farma - Klinik & Apotek,Langsa,Aceh,4.6,Timothy Reeves,KF198,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AB,287100,0.11,20,255519.0,51103.8,3.2
TRX9857884,2023-02-25,91361,Kimia Farma - Klinik & Apotek,Pematangsiantar,Sumatera Utara,4.6,Michelle Braun,KF402,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AB,906500,0.09,30,824915.0,247474.5,4.6
TRX5237867,2020-02-12,43053,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,4.9,Mary Gallegos,KF943,"Other analgesics and antipyretics, Salicylic acid and derivatives",N05B,5500,0.12,10,4840.0,484.0,4.0
TRX6743477,2023-03-06,50569,Kimia Farma - Klinik & Apotek,Kupang,Nusa Tenggara Timur,4.7,Henry Woods,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05C,149800,0.12,20,131824.0,26364.800000000003,4.4
TRX3169987,2021-01-10,59275,Kimia Farma - Apotek,Garut,Jawa Barat,4.6,Brian King,KF881,"Other analgesics and antipyretics, Salicylic acid and derivatives",N05C,944200,0.1,30,849780.0,254934.0,4.7
TRX1867984,2020-10-17,96744,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.9,Rebecca Bowman,KF201,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",R06,78400,0.09,15,71344.0,10701.6,4.9
TRX6312189,2023-10-06,57489,Kimia Farma - Klinik-Apotek-Laboratorium,Bandung,Jawa Barat,4.8,Eddie Wright,KF492,"Psycholeptics drugs, Hypnotics and sedatives drugs",N02BE/B,751900,0.12,30,661672.0,198501.6,3.6
TRX6299470,2020-12-08,43248,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,4.8,Kelly Freeman,KF178,"Other analgesics and antipyretics, Pyrazolones and Anilides",R06,877500,0.08,30,807300.0,242190.0,4.0
TRX5982299,2022-06-14,70508,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.5,Crystal Aguirre,KF808,"Psycholeptics drugs, Anxiolytic drugs",M01AE,158900,0.14,20,136654.0,27330.800000000003,4.1
TRX3835204,2022-10-05,76476,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.9,James Sparks,KF510,"Psycholeptics drugs, Anxiolytic drugs",N05B,758300,0.08,30,697636.0,209290.8,3.0
TRX5616701,2021-12-20,93124,Kimia Farma - Klinik-Apotek-Laboratorium,Cirebon,Jawa Barat,3.9,Patricia Taylor,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05C,78800,0.09,15,71708.0,10756.199999999999,4.4
TRX7025349,2020-07-19,51338,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.0,Christopher Randall,KF116,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,251700,0.02,20,246666.0,49333.200000000004,3.2
TRX6093331,2021-02-16,47175,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.9,Dwayne Oneill,KF483,"Psycholeptics drugs, Anxiolytic drugs",M01AE,943000,0.14,30,810980.0,243294.0,4.7
TRX2795103,2023-06-15,19827,Kimia Farma - Klinik & Apotek,Tarakan,Kalimantan Utara,3.9,John Rogers,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",R06,24400,0.01,10,24156.0,2415.6,3.3
TRX6635015,2020-11-02,60559,Kimia Farma - Klinik & Apotek,Payakumbuh,Sumatera Barat,4.8,Deborah Arellano,KF664,"Psycholeptics drugs, Anxiolytic drugs",M01AE,906600,0.07,30,843138.0,252941.4,3.2
TRX2997283,2021-03-31,96005,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.0,Jennifer Krueger,KF740,Drugs for obstructive airway diseases,N05C,224800,0.09,20,204568.0,40913.600000000006,3.8
TRX8919334,2021-08-30,66611,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.4,Peter Lambert,KF245,Antihistamines for systemic use,M01AB,740100,0.03,30,717897.0,215369.1,3.5
TRX4261217,2022-12-11,96487,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.8,Ian Williams,KF790,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AB,938600,0.03,30,910442.0,273132.6,4.5
TRX8961678,2022-01-22,62756,Kimia Farma - Klinik & Apotek,Kendari,Sulawesi Tenggara,4.0,George Lee,KF240,"Psycholeptics drugs, Anxiolytic drugs",M01AE,491300,0.12,25,432344.0,108086.0,5.0
TRX5734943,2021-06-22,67338,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4.7,Christopher Barnes,KF489,"Psycholeptics drugs, Hypnotics and sedatives drugs",N02BA,413100,0.09,25,375921.0,93980.25,4.2
TRX9643653,2023-05-06,17054,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.9,Jason Boyer,KF961,"Other analgesics and antipyretics, Salicylic acid and derivatives",N02BE/B,438100,0.15,25,372385.0,93096.25,3.6
TRX1493261,2023-06-29,60617,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,4.3,Joshua Ryan,KF313,"Psycholeptics drugs, Anxiolytic drugs",R06,503300,0.12,30,442904.0,132871.19999999998,3.7
TRX6517172,2023-09-18,89306,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.8,Russell Tapia,KF483,"Psycholeptics drugs, Anxiolytic drugs",M01AE,943000,0.07,30,876989.99999999988,263096.99999999994,4.7
TRX4834562,2022-12-26,60745,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,4.8,Christopher Acosta,KF402,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AB,906500,0.08,30,833980.0,250194.0,3.9
TRX6700200,2022-06-09,14756,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.3,Kelly Flores,KF151,"Other analgesics and antipyretics, Pyrazolones and Anilides",N02BE/B,723800,0.06,30,680372.0,204111.6,3.6
TRX6493948,2022-05-13,45624,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4.9,Lauren Armstrong,KF685,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R06,740400,0.09,30,673764.0,202129.19999999998,3.6
TRX5319683,2022-05-20,23730,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.5,Shelly Ramirez,KF477,Antihistamines for systemic use,R06,747200,0.08,30,687424.0,206227.19999999998,3.7
TRX7748725,2022-08-03,19337,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.6,Christopher Savage,KF925,"Psycholeptics drugs, Anxiolytic drugs",R06,876600,0.12,30,771408.0,231422.4,3.5
TRX4072677,2023-10-31,53053,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,3.9,Kevin Clements,KF723,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",N02BE/B,739100,0.14,30,635626.0,190687.8,3.8
TRX3913629,2021-10-01,80525,Kimia Farma - Apotek,Subang,Jawa Barat,4.1,Johnny Stout,KF425,"Psycholeptics drugs, Anxiolytic drugs",N05C,102100,0.04,20,98016.0,19603.2,3.8
TRX2641544,2023-10-10,76265,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.9,Mr. Corey Mccormick PhD,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,2100,0.03,10,2037.0,203.70000000000002,4.9
TRX2582874,2022-01-22,98300,Kimia Farma - Apotek,Subang,Jawa Barat,4.9,Cynthia Patel,KF116,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,251700,0.12,20,221496.0,44299.200000000004,3.4
TRX7380710,2021-12-11,31737,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.2,Richard Sloan,KF999,"Other analgesics and antipyretics, Pyrazolones and Anilides",R06,389900,0.04,25,374304.0,93576.0,4.0
TRX5015519,2020-11-24,65897,Kimia Farma - Klinik-Apotek-Laboratorium,Cikampek,Jawa Barat,4.3,Frederick Mullins,KF891,Antihistamines for systemic use,N02BA,614200,0.04,30,589632.0,176889.6,4.6
TRX6497932,2023-08-08,15235,Kimia Farma - Apotek,Payakumbuh,Sumatera Barat,4.2,Jeremy Mathis,KF775,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05B,391700,0.12,25,344696.0,86174.0,3.5
TRX4562903,2021-12-18,96468,Kimia Farma - Klinik & Apotek,Medan,Sumatera Utara,4.2,Brittany Thomas,KF731,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05C,78800,0.12,15,69344.0,10401.6,4.4
TRX2581920,2022-09-22,61007,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0,Eric Johnson,KF605,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R03,164900,0.03,20,159953.0,31990.600000000002,4.9
TRX7748870,2020-08-19,31667,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.4,Marvin Ball,KF467,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AB,703900,0.11,30,626471.0,187941.3,4.7
TRX8448325,2021-02-17,32463,Kimia Farma - Apotek,Solok,Sumatera Barat,3.9,Lori Schmidt,KF341,"Other analgesics and antipyretics, Pyrazolones and Anilides",N05C,626800,0.12,30,551584.0,165475.19999999998,4.7
TRX6637660,2021-04-08,14855,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.8,Mr. Alan Walker,KF664,"Psycholeptics drugs, Anxiolytic drugs",M01AE,906600,0.09,30,825006.0,247501.8,3.7
TRX3777729,2022-11-30,67859,Kimia Farma - Apotek,Karawang,Jawa Barat,4.5,Mr. Wyatt Stevens,KF507,"Other analgesics and antipyretics, Pyrazolones and Anilides",N05C,757500,0.12,30,666600.0,199980.0,4.5
TRX8595078,2020-07-04,27750,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.6,Melissa Black,KF790,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AB,938600,0.12,30,825968.0,247790.4,3.1
TRX7238534,2020-10-18,95634,Kimia Farma - Klinik & Apotek,Sorong,Papua Barat,4.5,Kyle Hickman,KF829,Drugs for obstructive airway diseases,R06,76900,0.11,15,68441.0,10266.15,4.4
TRX7016023,2023-08-15,83505,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.5,Elizabeth Figueroa,KF166,"Psycholeptics drugs, Anxiolytic drugs",N02BA,823800,0.07,30,766134.0,229840.19999999998,3.5
TRX3634968,2022-05-27,76853,Kimia Farma - Klinik-Apotek-Laboratorium,Palu,Sulawesi Tengah,4.2,Shelley Oliver,KF151,"Other analgesics and antipyretics, Pyrazolones and Anilides",N02BE/B,723800,0.14,30,622468.0,186740.4,4.5
TRX5051875,2021-12-29,56216,Kimia Farma - Klinik-Apotek-Laboratorium,Cikampek,Jawa Barat,4.8,Taylor Beasley,KF957,"Psycholeptics drugs, Anxiolytic drugs",R03,953000,0.01,30,943470.0,283041.0,3.4
TRX3885000,2020-06-11,23145,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.3,Mary Tran,KF322,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",N05C,626100,0.12,30,550968.0,165290.4,4.2
TRX5466751,2022-04-25,43663,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.0,Shelby Torres,KF977,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",N05C,986400,0.08,30,907488.0,272246.39999999997,4.4
TRX7779081,2022-12-05,80802,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.9,Kyle Hill,KF505,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,454900,0.04,25,436704.0,109176.0,3.2
TRX5264291,2020-12-04,24832,Kimia Farma - Klinik-Apotek-Laboratorium,Pekanbaru,Riau,4.2,Justin Martinez,KF374,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R03,867500,0.05,30,824125.0,247237.5,4.4
TRX9548261,2021-02-10,89993,Kimia Farma - Klinik & Apotek,Cikampek,Jawa Barat,4.6,Alexis Stokes,KF507,"Other analgesics and antipyretics, Pyrazolones and Anilides",N05C,757500,0.1,30,681750.0,204525.0,4.8
TRX9515562,2020-02-11,20698,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.1,Christine Gomez,KF492,"Psycholeptics drugs, Hypnotics and sedatives drugs",N02BE/B,751900,0.07,30,699267.0,209780.1,3.7
TRX5715756,2021-05-29,12369,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.4,Jorge Williams,KF566,"Other analgesics and antipyretics, Salicylic acid and derivatives",N02BE/B,296900,0.01,20,293931.0,58786.200000000004,3.2
TRX3589931,2020-01-04,53507,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.5,Bryan Cruz,KF977,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",N05C,986400,0.06,30,927216.0,278164.8,3.1
TRX5288574,2021-08-13,72786,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.5,Anthony Brennan,KF190,"Psycholeptics drugs, Anxiolytic drugs",N02BE/B,286300,0.0,20,286300.0,57260.0,3.3
TRX3916386,2020-04-19,39326,Kimia Farma - Klinik & Apotek,Lubuklinggau,Sumatera Selatan,4.4,Brian Long,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",R03,6400,0.0,10,6400.0,640.0,4.7
TRX9861509,2022-09-16,24294,Kimia Farma - Apotek,Payakumbuh,Sumatera Barat,4.9,Sean Hogan,KF513,"Psycholeptics drugs, Hypnotics and sedatives drugs",R03,665800,0.02,30,652484.0,195745.19999999998,4.8
TRX1206884,2023-02-07,42307,Kimia Farma - Apotek,Dumai,Riau,4.6,Jessica Gutierrez,KF157,"Psycholeptics drugs, Anxiolytic drugs",N05B,523100,0.06,30,491714.0,147514.19999999998,4.9
TRX6888743,2023-09-06,95261,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.1,Mary Wade,KF406,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05C,766200,0.13,30,666594.0,199978.19999999998,4.4
TRX8168990,2022-10-13,98312,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.1,Jeremy Rice,KF678,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05B,426700,0.11,25,379763.0,94940.75,4.8
TRX8096078,2022-07-03,24277,Kimia Farma - Apotek,Lhokseumawe,Aceh,4.2,Judith Gill,KF519,"Other analgesics and antipyretics, Pyrazolones and Anilides",M01AE,626400,0.05,30,595080.0,178524.0,3.1
TRX8256346,2023-11-03,14338,Kimia Farma - Klinik & Apotek,Cilacap,Jawa Tengah,4.0,Joshua Lewis,KF162,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",M01AE,840200,0.01,30,831798.0,249539.4,3.8
TRX4527307,2020-08-21,66816,Kimia Farma - Klinik & Apotek,Malang,Jawa Timur,4.1,Margaret Johnson,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R06,384900,0.01,25,381051.0,95262.75,4.7
TRX6379092,2022-12-29,95261,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.1,Thomas Lawson,KF999,"Other analgesics and antipyretics, Pyrazolones and Anilides",R06,389900,0.15,25,331415.0,82853.75,4.8
